1760825269.546068 server started (89157): version 3.5a, socket /private/tmp/tmux-501/default, protocol 8
1760825269.546122 on Darwin 25.0.0 Darwin Kernel Version 25.0.0: Wed Sep 17 21:41:26 PDT 2025; root:xnu-12377.1.9~141/RELEASE_ARM64_T6041
1760825269.546132 using libevent 2.1.12-stable select
1760825269.546144 using utf8proc 2.11.0
1760825269.546151 using ncurses 6.5 20240427
1760825269.575399 args_parse_flags: next -Tcopy-mode-vi
1760825269.575401 args_parse_flag_argument: -T = copy-mode-vi
1760825269.575403 args_parse_flags: next C-e
1760825269.575405 args_parse: flags end at 2 of 4
1760825269.575407 args_parse: 2 = C-e (type STRING)
1760825269.575410 args_parse: 3 = send-keys -X scroll-down (type COMMANDS)
1760825269.575414 cmd_parse_build_commands: bind-key -T copy-mode-vi C-e { send-keys -X scroll-down }
1760825269.575416 cmdq_get_command: [bind-key/0x95d8b2900] group 1984
1760825269.575418 cmdq_append <global>: [bind-key/0x95d8b2900]
1760825269.575420 yylex_token: end at WS
1760825269.575422 yylex_token: bind
1760825269.575424 yylex_token: end at WS
1760825269.575426 yylex_token: -Tcopy-mode-vi
1760825269.575428 yylex_token: end at WS
1760825269.575430 yylex_token: C-b
1760825269.575432 yylex_token: end at WS
1760825269.575433 yylex_token: send
1760825269.575435 yylex_token: end at WS
1760825269.575437 yylex_token: -X
1760825269.575439 yylex_token: end at WS
1760825269.575441 yylex_token: page-up
1760825269.575443 cmd_parse_build_commands 0:0: bind
1760825269.575445 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1760825269.575447 cmd_parse_build_commands 0:2: C-b
1760825269.575449 cmd_parse_build_commands 0:3 0:0: send
1760825269.575450 cmd_parse_build_commands 0:3 0:1: -X
1760825269.575452 cmd_parse_build_commands 0:3 0:2: page-up
1760825269.575454 cmd_parse_build_commands 0:0: send
1760825269.575456 cmd_parse_build_commands 0:1: -X
1760825269.575458 cmd_parse_build_commands 0:2: page-up
1760825269.575461 args_parse_flags: next -X
1760825269.575462 args_parse_flags: -X
1760825269.575465 args_parse_flags: next page-up
1760825269.575466 args_parse: flags end at 2 of 3
1760825269.575468 args_parse: 2 = page-up (type STRING)
1760825269.575471 cmd_parse_build_commands: send-keys -X page-up
1760825269.575473 args_parse_flags: next -Tcopy-mode-vi
1760825269.575475 args_parse_flag_argument: -T = copy-mode-vi
1760825269.575477 args_parse_flags: next C-b
1760825269.575479 args_parse: flags end at 2 of 4
1760825269.575481 args_parse: 2 = C-b (type STRING)
1760825269.575483 args_parse: 3 = send-keys -X page-up (type COMMANDS)
1760825269.575488 cmd_parse_build_commands: bind-key -T copy-mode-vi C-b { send-keys -X page-up }
1760825269.575490 cmdq_get_command: [bind-key/0x95d8b2a00] group 1992
1760825269.575492 cmdq_append <global>: [bind-key/0x95d8b2a00]
1760825269.575494 yylex_token: end at WS
1760825269.575496 yylex_token: bind
1760825269.575498 yylex_token: end at WS
1760825269.575500 yylex_token: -Tcopy-mode-vi
1760825269.575502 yylex_token: end at WS
1760825269.575506 yylex_token: C-f
1760825269.575508 yylex_token: end at WS
1760825269.575509 yylex_token: send
1760825269.575511 yylex_token: end at WS
1760825269.575513 yylex_token: -X
1760825269.575515 yylex_token: end at WS
1760825269.575517 yylex_token: page-down
1760825269.575519 cmd_parse_build_commands 0:0: bind
1760825269.575521 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1760825269.575523 cmd_parse_build_commands 0:2: C-f
1760825269.575525 cmd_parse_build_commands 0:3 0:0: send
1760825269.575527 cmd_parse_build_commands 0:3 0:1: -X
1760825269.575528 cmd_parse_build_commands 0:3 0:2: page-down
1760825269.575531 cmd_parse_build_commands 0:0: send
1760825269.575533 cmd_parse_build_commands 0:1: -X
1760825269.575535 cmd_parse_build_commands 0:2: page-down
1760825269.575537 args_parse_flags: next -X
1760825269.575539 args_parse_flags: -X
1760825269.575541 args_parse_flags: next page-down
1760825269.575543 args_parse: flags end at 2 of 3
1760825269.575545 args_parse: 2 = page-down (type STRING)
1760825269.575548 cmd_parse_build_commands: send-keys -X page-down
1760825269.575550 args_parse_flags: next -Tcopy-mode-vi
1760825269.575551 args_parse_flag_argument: -T = copy-mode-vi
1760825269.575553 args_parse_flags: next C-f
1760825269.575555 args_parse: flags end at 2 of 4
1760825269.575557 args_parse: 2 = C-f (type STRING)
1760825269.575560 args_parse: 3 = send-keys -X page-down (type COMMANDS)
1760825269.575564 cmd_parse_build_commands: bind-key -T copy-mode-vi C-f { send-keys -X page-down }
1760825269.575567 cmdq_get_command: [bind-key/0x95d8b2b00] group 2000
1760825269.575569 cmdq_append <global>: [bind-key/0x95d8b2b00]
1760825269.575571 yylex_token: end at WS
1760825269.575573 yylex_token: bind
1760825269.575575 yylex_token: end at WS
1760825269.575577 yylex_token: -Tcopy-mode-vi
1760825269.575579 yylex_token: end at WS
1760825269.575580 yylex_token: C-h
1760825269.575582 yylex_token: end at WS
1760825269.575584 yylex_token: send
1760825269.575586 yylex_token: end at WS
1760825269.575588 yylex_token: -X
1760825269.575590 yylex_token: end at WS
1760825269.575592 yylex_token: cursor-left
1760825269.575594 cmd_parse_build_commands 0:0: bind
1760825269.575596 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1760825269.575598 cmd_parse_build_commands 0:2: C-h
1760825269.575600 cmd_parse_build_commands 0:3 0:0: send
1760825269.575601 cmd_parse_build_commands 0:3 0:1: -X
1760825269.575603 cmd_parse_build_commands 0:3 0:2: cursor-left
1760825269.575606 cmd_parse_build_commands 0:0: send
1760825269.575607 cmd_parse_build_commands 0:1: -X
1760825269.575609 cmd_parse_build_commands 0:2: cursor-left
1760825269.575612 args_parse_flags: next -X
1760825269.575614 args_parse_flags: -X
1760825269.575616 args_parse_flags: next cursor-left
1760825269.575617 args_parse: flags end at 2 of 3
1760825269.575619 args_parse: 2 = cursor-left (type STRING)
1760825269.575622 cmd_parse_build_commands: send-keys -X cursor-left
1760825269.575624 args_parse_flags: next -Tcopy-mode-vi
1760825269.575626 args_parse_flag_argument: -T = copy-mode-vi
1760825269.575628 args_parse_flags: next C-h
1760825269.575629 args_parse: flags end at 2 of 4
1760825269.575631 args_parse: 2 = C-h (type STRING)
1760825269.575634 args_parse: 3 = send-keys -X cursor-left (type COMMANDS)
1760825269.575638 cmd_parse_build_commands: bind-key -T copy-mode-vi C-h { send-keys -X cursor-left }
1760825269.575640 cmdq_get_command: [bind-key/0x95d8b2c00] group 2008
1760825269.575642 cmdq_append <global>: [bind-key/0x95d8b2c00]
1760825269.575644 yylex_token: end at WS
1760825269.575646 yylex_token: bind
1760825269.575648 yylex_token: end at WS
1760825269.575650 yylex_token: -Tcopy-mode-vi
1760825269.575652 yylex_token: end at WS
1760825269.575654 yylex_token: C-j
1760825269.575656 yylex_token: end at WS
1760825269.575657 yylex_token: send
1760825269.575659 yylex_token: end at WS
1760825269.575661 yylex_token: -X
1760825269.575664 yylex_token: end at WS
1760825269.575665 yylex_token: copy-pipe-and-cancel
1760825269.575667 cmd_parse_build_commands 0:0: bind
1760825269.575672 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1760825269.575673 cmd_parse_build_commands 0:2: C-j
1760825269.575675 cmd_parse_build_commands 0:3 0:0: send
1760825269.575677 cmd_parse_build_commands 0:3 0:1: -X
1760825269.575679 cmd_parse_build_commands 0:3 0:2: copy-pipe-and-cancel
1760825269.575681 cmd_parse_build_commands 0:0: send
1760825269.575683 cmd_parse_build_commands 0:1: -X
1760825269.575685 cmd_parse_build_commands 0:2: copy-pipe-and-cancel
1760825269.575688 args_parse_flags: next -X
1760825269.575689 args_parse_flags: -X
1760825269.575691 args_parse_flags: next copy-pipe-and-cancel
1760825269.575693 args_parse: flags end at 2 of 3
1760825269.575695 args_parse: 2 = copy-pipe-and-cancel (type STRING)
1760825269.575698 cmd_parse_build_commands: send-keys -X copy-pipe-and-cancel
1760825269.575700 args_parse_flags: next -Tcopy-mode-vi
1760825269.575702 args_parse_flag_argument: -T = copy-mode-vi
1760825269.575704 args_parse_flags: next C-j
1760825269.575706 args_parse: flags end at 2 of 4
1760825269.575708 args_parse: 2 = C-j (type STRING)
1760825269.575711 args_parse: 3 = send-keys -X copy-pipe-and-cancel (type COMMANDS)
1760825269.575715 cmd_parse_build_commands: bind-key -T copy-mode-vi C-j { send-keys -X copy-pipe-and-cancel }
1760825269.575717 cmdq_get_command: [bind-key/0x95d8b2d00] group 2016
1760825269.575719 cmdq_append <global>: [bind-key/0x95d8b2d00]
1760825269.575721 yylex_token: end at WS
1760825269.575723 yylex_token: bind
1760825269.575725 yylex_token: end at WS
1760825269.575727 yylex_token: -Tcopy-mode-vi
1760825269.575729 yylex_token: end at WS
1760825269.575731 yylex_token: Enter
1760825269.575733 yylex_token: end at WS
1760825269.575735 yylex_token: send
1760825269.575736 yylex_token: end at WS
1760825269.575738 yylex_token: -X
1760825269.575741 yylex_token: end at WS
1760825269.575742 yylex_token: copy-pipe-and-cancel
1760825269.575745 cmd_parse_build_commands 0:0: bind
1760825269.575747 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1760825269.575748 cmd_parse_build_commands 0:2: Enter
1760825269.575750 cmd_parse_build_commands 0:3 0:0: send
1760825269.575752 cmd_parse_build_commands 0:3 0:1: -X
1760825269.575754 cmd_parse_build_commands 0:3 0:2: copy-pipe-and-cancel
1760825269.575756 cmd_parse_build_commands 0:0: send
1760825269.575758 cmd_parse_build_commands 0:1: -X
1760825269.575760 cmd_parse_build_commands 0:2: copy-pipe-and-cancel
1760825269.575762 args_parse_flags: next -X
1760825269.575764 args_parse_flags: -X
1760825269.575766 args_parse_flags: next copy-pipe-and-cancel
1760825269.575768 args_parse: flags end at 2 of 3
1760825269.575770 args_parse: 2 = copy-pipe-and-cancel (type STRING)
1760825269.575773 cmd_parse_build_commands: send-keys -X copy-pipe-and-cancel
1760825269.575775 args_parse_flags: next -Tcopy-mode-vi
1760825269.575777 args_parse_flag_argument: -T = copy-mode-vi
1760825269.575779 args_parse_flags: next Enter
1760825269.575781 args_parse: flags end at 2 of 4
1760825269.575783 args_parse: 2 = Enter (type STRING)
1760825269.575786 args_parse: 3 = send-keys -X copy-pipe-and-cancel (type COMMANDS)
1760825269.575790 cmd_parse_build_commands: bind-key -T copy-mode-vi Enter { send-keys -X copy-pipe-and-cancel }
1760825269.575793 cmdq_get_command: [bind-key/0x95d8b2e00] group 2024
1760825269.575795 cmdq_append <global>: [bind-key/0x95d8b2e00]
1760825269.575797 yylex_token: end at WS
1760825269.575799 yylex_token: bind
1760825269.575801 yylex_token: end at WS
1760825269.575803 yylex_token: -Tcopy-mode-vi
1760825269.575804 yylex_token: end at WS
1760825269.575806 yylex_token: C-u
1760825269.575808 yylex_token: end at WS
1760825269.575810 yylex_token: send
1760825269.575812 yylex_token: end at WS
1760825269.575813 yylex_token: -X
1760825269.575816 yylex_token: end at WS
1760825269.575817 yylex_token: halfpage-up
1760825269.575820 cmd_parse_build_commands 0:0: bind
1760825269.575824 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1760825269.575826 cmd_parse_build_commands 0:2: C-u
1760825269.575828 cmd_parse_build_commands 0:3 0:0: send
1760825269.575830 cmd_parse_build_commands 0:3 0:1: -X
1760825269.575834 cmd_parse_build_commands 0:3 0:2: halfpage-up
1760825269.575836 cmd_parse_build_commands 0:0: send
1760825269.575838 cmd_parse_build_commands 0:1: -X
1760825269.575840 cmd_parse_build_commands 0:2: halfpage-up
1760825269.575842 args_parse_flags: next -X
1760825269.575844 args_parse_flags: -X
1760825269.575846 args_parse_flags: next halfpage-up
1760825269.575848 args_parse: flags end at 2 of 3
1760825269.575850 args_parse: 2 = halfpage-up (type STRING)
1760825269.575854 cmd_parse_build_commands: send-keys -X halfpage-up
1760825269.575855 args_parse_flags: next -Tcopy-mode-vi
1760825269.575857 args_parse_flag_argument: -T = copy-mode-vi
1760825269.575859 args_parse_flags: next C-u
1760825269.575861 args_parse: flags end at 2 of 4
1760825269.575863 args_parse: 2 = C-u (type STRING)
1760825269.575866 args_parse: 3 = send-keys -X halfpage-up (type COMMANDS)
1760825269.575870 cmd_parse_build_commands: bind-key -T copy-mode-vi C-u { send-keys -X halfpage-up }
1760825269.575873 cmdq_get_command: [bind-key/0x95d8b2f00] group 2032
1760825269.575875 cmdq_append <global>: [bind-key/0x95d8b2f00]
1760825269.575877 yylex_token: end at WS
1760825269.575878 yylex_token: bind
1760825269.575881 yylex_token: end at WS
1760825269.575883 yylex_token: -Tcopy-mode-vi
1760825269.575885 yylex_token: end at WS
1760825269.575886 yylex_token: C-v
1760825269.575888 yylex_token: end at WS
1760825269.575890 yylex_token: send
1760825269.575892 yylex_token: end at WS
1760825269.575894 yylex_token: -X
1760825269.575896 yylex_token: end at WS
1760825269.575898 yylex_token: rectangle-toggle
1760825269.575900 cmd_parse_build_commands 0:0: bind
1760825269.575902 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1760825269.575904 cmd_parse_build_commands 0:2: C-v
1760825269.575906 cmd_parse_build_commands 0:3 0:0: send
1760825269.575908 cmd_parse_build_commands 0:3 0:1: -X
1760825269.575910 cmd_parse_build_commands 0:3 0:2: rectangle-toggle
1760825269.575912 cmd_parse_build_commands 0:0: send
1760825269.575914 cmd_parse_build_commands 0:1: -X
1760825269.575916 cmd_parse_build_commands 0:2: rectangle-toggle
1760825269.575918 args_parse_flags: next -X
1760825269.575920 args_parse_flags: -X
1760825269.575922 args_parse_flags: next rectangle-toggle
1760825269.575924 args_parse: flags end at 2 of 3
1760825269.575926 args_parse: 2 = rectangle-toggle (type STRING)
1760825269.575929 cmd_parse_build_commands: send-keys -X rectangle-toggle
1760825269.575931 args_parse_flags: next -Tcopy-mode-vi
1760825269.575932 args_parse_flag_argument: -T = copy-mode-vi
1760825269.575934 args_parse_flags: next C-v
1760825269.575936 args_parse: flags end at 2 of 4
1760825269.575938 args_parse: 2 = C-v (type STRING)
1760825269.575941 args_parse: 3 = send-keys -X rectangle-toggle (type COMMANDS)
1760825269.575945 cmd_parse_build_commands: bind-key -T copy-mode-vi C-v { send-keys -X rectangle-toggle }
1760825269.575948 cmdq_get_command: [bind-key/0x95d8b3000] group 2040
1760825269.575950 cmdq_append <global>: [bind-key/0x95d8b3000]
1760825269.575952 yylex_token: end at WS
1760825269.575953 yylex_token: bind
1760825269.575956 yylex_token: end at WS
1760825269.575957 yylex_token: -Tcopy-mode-vi
1760825269.575959 yylex_token: end at WS
1760825269.575961 yylex_token: C-y
1760825269.575963 yylex_token: end at WS
1760825269.575965 yylex_token: send
1760825269.575967 yylex_token: end at WS
1760825269.575969 yylex_token: -X
1760825269.575971 yylex_token: end at WS
1760825269.575972 yylex_token: scroll-up
1760825269.575975 cmd_parse_build_commands 0:0: bind
1760825269.575976 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1760825269.575978 cmd_parse_build_commands 0:2: C-y
1760825269.575980 cmd_parse_build_commands 0:3 0:0: send
1760825269.575982 cmd_parse_build_commands 0:3 0:1: -X
1760825269.575984 cmd_parse_build_commands 0:3 0:2: scroll-up
1760825269.575986 cmd_parse_build_commands 0:0: send
1760825269.575988 cmd_parse_build_commands 0:1: -X
1760825269.575990 cmd_parse_build_commands 0:2: scroll-up
1760825269.575993 args_parse_flags: next -X
1760825269.575994 args_parse_flags: -X
1760825269.576000 args_parse_flags: next scroll-up
1760825269.576002 args_parse: flags end at 2 of 3
1760825269.576003 args_parse: 2 = scroll-up (type STRING)
1760825269.576006 cmd_parse_build_commands: send-keys -X scroll-up
1760825269.576008 args_parse_flags: next -Tcopy-mode-vi
1760825269.576010 args_parse_flag_argument: -T = copy-mode-vi
1760825269.576012 args_parse_flags: next C-y
1760825269.576014 args_parse: flags end at 2 of 4
1760825269.576016 args_parse: 2 = C-y (type STRING)
1760825269.576019 args_parse: 3 = send-keys -X scroll-up (type COMMANDS)
1760825269.576023 cmd_parse_build_commands: bind-key -T copy-mode-vi C-y { send-keys -X scroll-up }
1760825269.576027 cmdq_get_command: [bind-key/0x95d8b3100] group 2048
1760825269.576029 cmdq_append <global>: [bind-key/0x95d8b3100]
1760825269.576031 yylex_token: end at WS
1760825269.576032 yylex_token: bind
1760825269.576035 yylex_token: end at WS
1760825269.576037 yylex_token: -Tcopy-mode-vi
1760825269.576039 yylex_token: end at WS
1760825269.576041 yylex_token: Escape
1760825269.576043 yylex_token: end at WS
1760825269.576044 yylex_token: send
1760825269.576046 yylex_token: end at WS
1760825269.576048 yylex_token: -X
1760825269.576050 yylex_token: end at WS
1760825269.576052 yylex_token: clear-selection
1760825269.576054 cmd_parse_build_commands 0:0: bind
1760825269.576056 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1760825269.576058 cmd_parse_build_commands 0:2: Escape
1760825269.576060 cmd_parse_build_commands 0:3 0:0: send
1760825269.576062 cmd_parse_build_commands 0:3 0:1: -X
1760825269.576064 cmd_parse_build_commands 0:3 0:2: clear-selection
1760825269.576066 cmd_parse_build_commands 0:0: send
1760825269.576068 cmd_parse_build_commands 0:1: -X
1760825269.576070 cmd_parse_build_commands 0:2: clear-selection
1760825269.576072 args_parse_flags: next -X
1760825269.576074 args_parse_flags: -X
1760825269.576076 args_parse_flags: next clear-selection
1760825269.576077 args_parse: flags end at 2 of 3
1760825269.576079 args_parse: 2 = clear-selection (type STRING)
1760825269.576082 cmd_parse_build_commands: send-keys -X clear-selection
1760825269.576084 args_parse_flags: next -Tcopy-mode-vi
1760825269.576086 args_parse_flag_argument: -T = copy-mode-vi
1760825269.576088 args_parse_flags: next Escape
1760825269.576090 args_parse: flags end at 2 of 4
1760825269.576091 args_parse: 2 = Escape (type STRING)
1760825269.576094 args_parse: 3 = send-keys -X clear-selection (type COMMANDS)
